epoch,r2,rmse,mae,mape
1.0,-8.971456527709961,0.7413686551851802,0.7050241231918335,14550780800.0
2.0,-6.911123752593994,0.6603497103214098,0.6225338578224182,10019530400.0
3.0,-5.158066272735596,0.5826088772065011,0.5430941581726074,5416259600.0
4.0,-3.652658462524414,0.5064137488318726,0.4665948748588562,2875976800.0
5.0,-2.392394781112671,0.43242230988216157,0.39429041743278503,3867340000.0
6.0,-1.4384346008300781,0.36661521467539365,0.33025890588760376,7438964800.0
7.0,-0.6928838491439819,0.3054699509931209,0.27082058787345886,11254882400.0
8.0,-0.15901494026184082,0.2527548137578052,0.22092203795909882,14912108800.0
9.0,0.17596220970153809,0.2131220932871365,0.18161937594413757,18300780800.0
10.0,0.387615442276001,0.1837244785841279,0.15027232468128204,21503905600.0
11.0,0.47658246755599976,0.16985528013648196,0.13419906795024872,23886716800.0
12.0,0.49506425857543945,0.16682954865738076,0.12841638922691345,25898438400.0
13.0,0.4815109968185425,0.16905369892586714,0.13004617393016815,26640624000.0
14.0,0.4834609627723694,0.16873551169647621,0.12904393672943115,26914060800.0
15.0,0.4984830617904663,0.16626380433766252,0.12404699623584747,27441404800.0
16.0,0.5387780666351318,0.15944462358687672,0.11257867515087128,28359376000.0
17.0,0.5757128000259399,0.15292725323606843,0.09988212585449219,29257811200.0
18.0,0.6191352009773254,0.14489064124239012,0.0902131050825119,28398435200.0
19.0,0.6263629198074341,0.14350924778300037,0.09217029809951782,27460937600.0
20.0,0.6247644424438477,0.1438158993391783,0.09447118639945984,26171875200.0
21.0,0.6215419769287109,0.14443211119473165,0.09602968394756317,25136718400.0
22.0,0.6070770025253296,0.14716638742671875,0.10016536712646484,24033201600.0
23.0,0.6165141463279724,0.14538833654284533,0.09752800315618515,23828123200.0
24.0,0.608300507068634,0.14693708401202887,0.10106328874826431,23466795200.0
25.0,0.6122431755065918,0.14619571855258606,0.10074863582849503,23369137600.0
26.0,0.6362661123275757,0.14159463668197064,0.09177760779857635,24111328000.0
27.0,0.6543703079223633,0.13802585427730335,0.08211324363946915,25009764800.0
28.0,0.6659626960754395,0.13569141371444987,0.07814666628837585,25371094400.0
29.0,0.6709269881248474,0.13467935897094022,0.07585851103067398,26328124800.0
30.0,0.6799215078353882,0.13282602605943936,0.07245071977376938,26699214400.0
31.0,0.6775773763656616,0.1333115122741077,0.07239118218421936,27343750400.0
32.0,0.6796258687973022,0.13288734935466331,0.07534028589725494,26874998400.0
33.0,0.6813706755638123,0.13252499259203185,0.07303538918495178,27441404800.0
34.0,0.6721327304840088,0.13443239450092995,0.07066270709037781,29140624000.0
35.0,0.6774287223815918,0.1333422404222347,0.06702035665512085,29277344000.0
36.0,0.685088038444519,0.13174965472148986,0.06645724177360535,28945312000.0
37.0,0.6968328952789307,0.12926947110242437,0.06692390143871307,27988284800.0
38.0,0.6877065300941467,0.13120076499225658,0.06699063628911972,28652345600.0
39.0,0.6835068464279175,0.13208000761301694,0.06619799882173538,29257814400.0
40.0,0.7092548608779907,0.1265934249983933,0.06499835848808289,27050784000.0
41.0,0.7190645933151245,0.12443946537121163,0.06273975223302841,26855465600.0
42.0,0.6891680955886841,0.13089339682294557,0.0681694969534874,28789062400.0
43.0,0.6772031784057617,0.133388846514793,0.06396704912185669,30253907200.0
44.0,0.6848657131195068,0.1317961526815885,0.059207331389188766,30214841600.0
45.0,0.6669002771377563,0.13550086491034247,0.06236068159341812,30957030400.0
46.0,0.591016411781311,0.15014395983054524,0.07713943719863892,33417971200.0
47.0,0.6519677639007568,0.13850474696252923,0.06779035925865173,31523440000.0
48.0,0.7161440849304199,0.1250846025146585,0.06284818798303604,27656249600.0
49.0,0.7181004881858826,0.124652808790268,0.0644151046872139,27304688000.0
50.0,0.671085000038147,0.13464702003425685,0.06632751226425171,30507814400.0
51.0,0.5277758240699768,0.16133515917611654,0.0894269347190857,34902342400.0
52.0,0.616946280002594,0.14530640302193307,0.07001237571239471,32734374400.0
53.0,0.6799048185348511,0.13282947572039983,0.06130518764257431,30292966400.0
54.0,0.6382455825805664,0.14120882093391904,0.0696333721280098,31718748800.0
55.0,0.5862593650817871,0.15101462497567553,0.08435621112585068,32558592000.0
56.0,0.6354650855064392,0.14175046129630986,0.07903067767620087,30664060800.0
57.0,0.7413803339004517,0.11939487141467597,0.059644125401973724,26777344000.0
58.0,0.6824691295623779,0.13229636571328157,0.06901010870933533,29355468800.0
59.0,0.6059795022010803,0.14737177673281887,0.08117543905973434,31855468800.0
60.0,0.6769713163375854,0.13343674150291546,0.06800288707017899,29707030400.0
61.0,0.7132963538169861,0.12571048730422654,0.06363966315984726,28066403200.0
62.0,0.6282377243041992,0.14314875657513904,0.08183275163173676,30273436800.0
63.0,0.5945590734481812,0.14949225579971176,0.0899750143289566,31074217600.0
64.0,0.6868808269500732,0.13137409412106196,0.07345958054065704,28339843200.0
65.0,0.5839868187904358,0.15142879462912495,0.09100165963172913,31386716800.0
66.0,0.6359219551086426,0.1416615983696848,0.08051382005214691,30019529600.0
67.0,0.7312800288200378,0.12170400973424632,0.062350209802389145,26933593600.0
68.0,0.7585147023200989,0.11537195333558098,0.0617280974984169,25351561600.0
69.0,0.6318511962890625,0.1424513606039298,0.08725854754447937,29238281600.0
70.0,0.6727883815765381,0.13429791379641115,0.08149810880422592,27812499200.0
71.0,0.818352460861206,0.10006211277799243,0.05855945125222206,20898436800.0
72.0,0.7678463459014893,0.11312084927373255,0.06201578676700592,24550780800.0
73.0,0.6371935606002808,0.14141400510903657,0.08611253648996353,28652342400.0
74.0,0.7362356185913086,0.12057658478970576,0.06741794943809509,25781252800.0
75.0,0.8156903386116028,0.1007926677549602,0.05473850667476654,22001952000.0
76.0,0.8133710026741028,0.10142487591464844,0.058508750051259995,21445312000.0
77.0,0.7917741537094116,0.10713275234860818,0.06294450163841248,22587891200.0
78.0,0.7905170917510986,0.1074556341010061,0.061056703329086304,22968748800.0
79.0,0.8504551649093628,0.09079055401140122,0.05242420732975006,19013670400.0
80.0,0.844365656375885,0.09262060828389587,0.060652490705251694,16923828800.0
81.0,0.8414279222488403,0.09349067405322989,0.057196736335754395,19052732800.0
82.0,0.8312739133834839,0.09643751697700831,0.054976936429739,20283201600.0
83.0,0.8407178521156311,0.09369975969086307,0.05326791852712631,19658203200.0
84.0,0.8641399145126343,0.0865367995335873,0.052421778440475464,17109374400.0
85.0,0.8657911419868469,0.08600930985041243,0.05426713451743126,16298827200.0
86.0,0.8621833324432373,0.08715770625125079,0.053050681948661804,17451171200.0
87.0,0.8586738705635071,0.0882604527029161,0.051934123039245605,18300780800.0
88.0,0.858085572719574,0.08844396925574131,0.05121837183833122,18642577600.0
89.0,0.8687038421630859,0.0850708677806418,0.05187959969043732,17207032000.0
90.0,0.8710479736328125,0.08430804216220092,0.05481932312250137,15361328000.0
91.0,0.8749128580093384,0.08303501861373506,0.0527922548353672,15419923200.0
92.0,0.8778285384178162,0.0820615661323546,0.050213564187288284,16279296000.0
93.0,0.8812362551689148,0.08090899771540191,0.050308652222156525,16025390400.0
94.0,0.879729151725769,0.08142075545771683,0.05029328912496567,16083984000.0
95.0,0.8762444257736206,0.082591860295637,0.05165562033653259,16279297600.0
96.0,0.8765034675598145,0.08250538292757124,0.05318912863731384,15332032000.0
97.0,0.8750649690628052,0.08298449749848667,0.05413014069199562,15234374400.0
98.0,0.8769201040267944,0.08236608967686716,0.05371565744280815,14858398400.0
99.0,0.8800690770149231,0.08130561238984627,0.05354668200016022,14775392000.0
100.0,0.8789004683494568,0.08170076623664412,0.052089300006628036,15263672000.0
